title,vote_count,vote_average
Walter,26.0,5.3
The Atticus Institute,143.0,5.6
The Last Will and Testament of Rosalind Leigh,47.0,5.0
Rise of the Legend,34.0,6.4
Thunder at the Border,13.0,5.5
Kristy,115.0,5.9
Gangster Payday,10.0,6.1
The Houses October Built,97.0,5.5
In Darkness We Fall,34.0,5.2
Preservation,79.0,4.8
Christmas at Cartwright's,10.0,5.8
Altar,49.0,4.7
Poker Night,90.0,5.9
Marine Boy,6.0,6.1
House of Bones,13.0,4.3
That Burning Feeling,9.0,5.7
Uzumasa Limelight,4.0,6.6
Lawrence & Holloman,0.0,0.0
The Hagstone Demon,4.0,3.4
A Wolf at the Door,33.0,6.8
Jellyfish Eyes,4.0,6.5
The Ugly Swans,10.0,6.6
Moscow,3.0,4.7
"A Man, a Woman and a Bank",4.0,6.3
Atlántida,0.0,0.0
Natural Sciences,2.0,6.0
Lions,2.0,8.0
The Wild Ones,1.0,5.0
Profit Motive and the Whispering Wind,1.0,5.0
The Face,1.0,8.0
Balnearios,1.0,5.0
Paganini Horror,4.0,3.0
Hardbodies 2,9.0,4.1
Hardbodies,17.0,5.0
My Only Sunshine,8.0,6.6
Stitches,0.0,0.0
Somersault in a Coffin,8.0,8.1
Inside,8.0,6.8
Majority,10.0,6.2
Vavien,9.0,6.5
Time to Love,6.0,8.2
The Angel of Vengeance - The Female Hamlet,2.0,5.0
Suçlular aramizda,0.0,0.0
Room 514,1.0,7.0
The Humbling,39.0,5.3
"Isoroku Yamamoto, the Commander-in-Chief of the Combined Fleet",7.0,5.7
Tomboy,13.0,5.3
Reckless Kelly,6.0,4.3
It Takes Two,5.0,5.4
Regarding Susan Sontag,3.0,6.3
Terror at the Mall,1.0,8.0
Malibu Beach,5.0,4.3
Hamburger: The Motion Picture,11.0,5.1
Jocks,5.0,3.4
Last Resort,2.0,4.0
The Maker,5.0,5.1
14 Going on 30,4.0,5.0
Can of Worms,6.0,5.2
Babycakes,1.0,4.0
Willy/Milly,1.0,6.0
Little White Lie,4.0,5.3
Beauty and the Beast,20.0,7.8
Apartment Troubles,8.0,5.4
Lily & Kat,6.0,4.4
Loaded,3.0,4.0
Running Hot,2.0,6.5
Camp Cucamonga,9.0,4.7
My American Cousin,3.0,4.7
Quarterback Princess,4.0,5.3
Wimps,1.0,5.0
Cheerleaders' Wild Weekend,3.0,2.7
Casomai,9.0,6.0
Stud Life,1.0,5.0
Sherlock Holmes in New York,5.0,6.0
Garden of Love,5.0,3.8
The Village,0.0,0.0
Shaun the Sheep Movie,456.0,6.9
Infinitely Polar Bear,135.0,6.9
Bastards,17.0,6.1
3:15,2.0,6.0
Hot Times at Montclair High,1.0,6.0
Puberty Blues,10.0,5.4
Computer Beach Party,1.0,3.0
The Check Is in the Mail...,1.0,7.0
Summer Job,3.0,4.3
P.R.O.F.S,31.0,6.6
Poison Ivy,7.0,5.4
An Insignificant Harvey,2.0,6.3
The Big Steal,5.0,6.0
The Whoopee Boys,0.0,0.0
Preppies,0.0,0.0
Crash Course,1.0,5.0
The Beach Girls,7.0,5.2
Tell Me a Riddle,0.0,0.0
Goin' All the Way!,2.0,3.5
The Bermuda Triangle,6.0,6.2
The Ages of Love,56.0,5.2
Last Knights,348.0,6.2
The Viral Factor,23.0,5.6
Kiss Me Again,79.0,5.3
Penny Pinchers,12.0,7.3
Boobs: An American Obsession,0.0,0.0
The Jinx: The Life and Deaths of Robert Durst,85.0,8.6
Matt Shepard Is a Friend of Mine,15.0,8.2
Cavegirl,5.0,4.8
Streetwalkin',2.0,7.0
Screen Test,0.0,0.0
Batman vs. Robin,218.0,6.8
Liar's Moon,3.0,4.8
Nice and Easy,73.0,6.9
Cheatin',10.0,8.2
Cannibal Girls,8.0,3.8
Dream Trap,0.0,0.0
High School U.S.A.,9.0,6.0
Virgin High,3.0,6.0
Hot Resort,2.0,3.0
What's New About Love?,3.0,5.0
Seven Minutes in Heaven,9.0,6.6
Senior Week,2.0,3.0
Mr. Civil Rights: Thurgood Marshall and the NAACP,0.0,0.0
Malibu Hot Summer,3.0,2.7
Hot Splash,1.0,4.0
The Invisible Kid,7.0,5.6
Stewardess School,7.0,4.2
Pretty Smart,0.0,0.0
The Big Bet,2.0,5.0
Monster High,3.0,6.2
Woman in Gold,454.0,7.3
Sole Survivor,7.0,7.3
The Postman's White Nights,7.0,7.4
"Ryaba, My Chicken",3.0,4.3
The Seat Filler,5.0,4.8
Crisis Hotline: Veterans Press 1,5.0,8.0
Done the Impossible,7.0,6.8
Echoes,20.0,4.2
Stadtgespräch,5.0,6.2
Men...,7.0,7.1
Iliza Shlesinger: Freezing Hot,18.0,6.9
Doug Benson: Doug Dynasty,1.0,1.0
Samba,393.0,6.4
Once Upon A Mattress,8.0,5.2
The Sound of Music Live!,17.0,5.9
Bill Bailey: Part Troll,10.0,7.4
An Afghan Love Story,4.0,6.5
Rafferty and the Gold Dust Twins,1.0,8.0
Cut Bank,93.0,5.4
Les mauvaises têtes,1.0,8.0
Toutes les Filles sont Folles,1.0,5.5
Seven Dwarfs,70.0,5.2
Killing Jesus,4.0,4.0
The Mad Genius,3.0,6.7
Water's Edge,1.0,5.0
Outing Riley,4.0,4.8
Hollywood Hot Tubs,1.0,4.0
Hot Moves,4.0,5.0
Nightmare Weekend,4.0,1.5
Dance 'Til Dawn,6.0,5.5
Party Plane,0.0,0.0
Slaughter High,26.0,6.4
Old Enough,4.0,6.1
The Revenge of the Teenage Vixens from Outer Space,0.0,0.0
They're Playing with Fire,5.0,4.3
Beach Balls,4.0,4.0
Getting Lucky,3.0,7.0
Party Camp,1.0,3.0
Surf II,3.0,6.3
Summer Camp,2.0,2.5
Nobody's Perfect,3.0,7.3
Gorp,5.0,3.9
Dangerous Curves,2.0,4.3
Can It Be Love,1.0,2.0
The Road Within,110.0,6.7
Lovelines,0.0,0.0
Oddballs,3.0,3.5
Modern Girls,11.0,5.7
The Malibu Bikini Shop,5.0,4.6
Space Dogs,10.0,6.3
Body Waves,1.0,7.0
The First Turn-On!,6.0,4.2
Beach House,13.0,7.0
Let's Do It!,0.0,0.0
Gregory's Two Girls,7.0,5.3
Body Rock,3.0,2.2
De feu et de glace,11.0,5.6
Cash McCall,2.0,7.5
The 317th Platoon,10.0,5.7
Breaking All the Rules,2.0,6.0
Gimme an 'F',3.0,4.3
Welcome to 18,0.0,0.0
Thunder Alley,2.0,4.8
"Guten Tag, Ramón",18.0,8.1
Getting It On,0.0,0.0
Teen Vamp,2.0,3.5
The Princess Academy,1.0,7.0
Night School,10.0,5.6
One Night Only,1.0,10.0
One Dark Night,21.0,5.9
"Sarah, Plain and Tall - Winter's End",5.0,4.8
Anna and the Wolves,4.0,8.0
Lemonade Mouth,184.0,7.1
Sex Appeal,1.0,3.0
School Spirit,4.0,4.0
Basic Training,2.0,6.5
Ghost Chase,4.0,5.6
Under the Boardwalk,2.0,0.5
The First Time,1.0,5.0
The Vals,0.0,0.0
Copperhead,10.0,5.0
Borderline,6.0,5.5
The Clown at Midnight,9.0,4.9
Tomorrowland,2904.0,6.2
Dead Girls,2.0,2.5
Sleeping Dogs,5.0,5.7
Crooks and Coronets,1.0,10.0
Saippuaprinssi,0.0,0.0
The Forger,124.0,5.4
Long Live Freedom,42.0,7.2
Electricity,16.0,5.8
Ballerina,3.0,8.0
Monsoon Baby,0.0,0.0
Luton,3.0,3.8
Far from Men,43.0,6.6
And the Oscar Goes To...,15.0,7.1
Armi Alive!,3.0,4.7
No No: A Dockumentary,16.0,7.0
The Naked Ape,1.0,5.0
Hiver rouge,0.0,0.0
Bleu catacombes,0.0,0.0
Bob le magnifique,0.0,0.0
Let It Be Me,2.0,8.0
Pas d'inquiétude,2.0,5.5
Death Carries a Cane,6.0,6.3
Graffiti Wars,3.0,6.0
Weather Girl,23.0,5.6
Dudes,3.0,6.2
Good Kill,210.0,5.9
Premutos: Lord of the Living Dead,9.0,4.2
Kamikaze Taxi,0.0,0.0
Alex of Venice,25.0,5.9
A House In The Hills,1.0,6.0
Hungry Hearts,50.0,6.6
Say Nothing,1.0,9.0
Faults,77.0,6.8
Cub,87.0,5.7
Swearnet: The Movie,16.0,5.1
15 Years and One Day,7.0,6.4
The Barber,41.0,5.9
The Woman with the 5 Elephants,2.0,6.5
Good Deeds,45.0,6.2
In Search of Memory,3.0,5.0
Black Souls,38.0,6.3
The Harvest,69.0,5.9
PMMP – Life is Right Here,0.0,0.0
The 7 Grandmasters,9.0,6.7
Buzzard,18.0,5.8
Ape,3.0,6.3
Paul Blart: Mall Cop 2,576.0,5.0
The Reconstruction of William Zero,21.0,5.1
Mine,2.0,8.5
Toxin,6.0,3.6
The Elevator: Three Minutes Can Change Your Life,6.0,4.8
El Infierno,66.0,7.5
Time Traveller: The Girl Who Leapt Through Time,16.0,5.4
The Bitter Buddha,5.0,8.0
Adult Beginners,88.0,5.3
The Invisible Men,1.0,5.0
At World's End,8.0,5.4
Parts Per Billion,27.0,4.4
Alléluia,24.0,6.3
Tizoc,3.0,4.8
"It's Me, Hilary: The Man Who Drew Eloise",2.0,6.0
The Revengers,5.0,6.2
The Surrealist and His Naughty Hand,0.0,0.0
Sylvia,0.0,0.0
Voices of the Andes,0.0,0.0
"Exhausted: John C. Holmes, the Real Story",3.0,7.0
The Magnificent Dare Devil,0.0,0.0
Forbidden Photos of a Lady Above Suspicion,9.0,7.2
Death Walks on High Heels,9.0,6.7
Death Walks at Midnight,8.0,6.4
Badge 373,2.0,5.5
The Last Mile,5.0,5.4
Born Reckless,1.0,1.0
Frankenstein 1970,7.0,4.3
Shield for Murder,10.0,7.0
"September 30, 1955",0.0,0.0
"Number, Please?",5.0,7.4
Amelia Earhart: The Final Flight,0.0,0.0
Andy Hardy's Private Secretary,2.0,5.5
Final Voyage,4.0,3.5
First to Fight,0.0,0.0
Heathens and Thieves,2.0,6.0
King Lear,1.0,7.0
King Lear,3.0,8.0
Man from Del Rio,4.0,7.1
Miranda,15.0,5.3
Muffin Top: A Love Story,6.0,4.4
Mutant Hunt,5.0,3.9
Born in Absurdistan,4.0,5.6
Nightmares,3.0,5.0
The Pasta Detectives,16.0,6.2
The Brave Bulls,0.0,0.0
The Duke Is Tops,1.0,6.0
About a Girl,12.0,7.3
The Maltese Bippy,0.0,0.0
Watchers II,6.0,4.7
The Outsider,2.0,6.0
The Outsider,2.0,7.0
The Strangler,6.0,6.7
The System,4.0,4.1
Vagabond Lady,0.0,0.0
Without a Trace,7.0,5.4
The Prince & Me: A Royal Honeymoon,40.0,4.6
Way Beyond Weight,1.0,8.0
Cheburashka,1.0,7.0
The Return of Count Yorga,8.0,5.1
"Like Father, Like Son",0.0,0.0
Edge of Sanity,11.0,5.5
Seve,7.0,8.0
Breathe,156.0,7.2
I Am Soldier,27.0,5.1
The Dead 2: India,16.0,5.0
Lorelei: The Witch of the Pacific Ocean,4.0,5.0
Holiday in the Sun,35.0,5.1
Postmortem,5.0,5.5
The Last Templar,13.0,4.9
Spiders,39.0,3.9
Syncopation,0.0,0.0
Survivor,41.0,4.9
NH10,26.0,6.7
Book of Blood,59.0,5.3
Patlabor 2: The Movie,18.0,7.4
Space Dogs 2,3.0,4.2
The Eternal Zero,14.0,6.8
Exaella,2.0,5.3
From Inside,2.0,6.5
Rommel,10.0,5.9
The President,5.0,6.0
Outcast,140.0,4.5
Aging Out,0.0,0.0
The Admiral: Roaring Currents,62.0,7.0
The Domino Principle,6.0,5.0
Zandy's Bride,6.0,5.8
Cisco Pike,4.0,4.6
Riot,2.0,6.0
Banning,0.0,0.0
To Find a Man,1.0,5.0
Tazza: The Hidden Card,25.0,7.3
Lady in White,2.0,6.0
The Lightship,5.0,4.0
The Stone Boy,3.0,5.7
Threshold,5.0,6.6
Géraldine,0.0,0.0
Laura's Star,17.0,5.2
The Marine 4: Moving Target,49.0,5.8
Babar: King of the Elephants,7.0,6.1
Da Sweet Blood of Jesus,13.0,4.1
The Longest Ride,1083.0,7.3
Man from Reno,15.0,6.1
Five Dances,20.0,6.6
Astral City: A Spiritual Journey,21.0,6.7
Sweet Sugar,1.0,3.0
Table For Five,3.0,4.8
Cannabis,2.0,3.5
Beyond the Reach,138.0,5.5
Nuntius,0.0,0.0
Atari: Game Over,96.0,6.7
Einstein,2.0,7.5
Broken Glass Park,3.0,5.3
Mörderische Erpressung,0.0,0.0
Girltrash: All Night Long,13.0,6.4
Lage Raho Munna Bhai,45.0,7.6
Monkey Kingdom,48.0,6.4
Beck 30 - Sjukhusmorden,3.0,4.7
Sword of Vengeance,29.0,5.2
Jersey Shore Shark Attack,4.0,6.5
Ship of Theseus,14.0,7.4
Obsession,8.0,6.6
Antarctica: A Year on Ice,31.0,7.2
The Dog Who Saved Christmas,5.0,3.0
Indebted,0.0,0.0
Darkness in Tallinn,3.0,5.8
The Age of Adaline,2052.0,7.4
Gutshot Straight,17.0,3.2
Lambert & Stamp,4.0,7.8
The Liberator,28.0,6.4
Lovesick,34.0,4.7
Return to Source: The Philosophy of The Matrix,5.0,6.5
Sinatra: All or Nothing at All,14.0,7.1
The Sheik,6.0,7.5
Danny Collins,187.0,6.6
I'm Afraid,0.0,0.0
Confessions of a Sociopathic Social Climber,17.0,4.4
Bad Hurt,9.0,5.4
"Hey, Boo: Harper Lee & To Kill a Mockingbird",0.0,0.0
Halo: Nightfall,64.0,5.2
I'm Not Jesus Mommy,3.0,4.7
Downstream,10.0,3.5
Eugenie,15.0,3.7
First Love,2.0,6.0
Finding Gastón,0.0,0.0
Night Call Nurses,1.0,5.0
The Black Cat,17.0,5.7
House of Clocks,3.0,7.2
The Sweet House of Horrors,2.0,6.5
Flicka 2,20.0,6.1
A Girl Like Her,82.0,7.2
Grandma,143.0,6.1
Mea Culpa,58.0,6.0
The Struggle,4.0,5.0
Winning Time: Reggie Miller vs. The New York Knicks,8.0,8.2
Straight Outta LA,6.0,4.7
Silly Little Game,2.0,4.3
Bad Boys,4.0,9.5
October November,3.0,7.0
The Unseeable,10.0,6.8
Scarfies,5.0,5.8
Comedy Central Roast of Justin Bieber,52.0,7.0
The Butterfly Tattoo,0.0,0.0
50 to 1,19.0,5.7
Mardock Scramble: The First Compression,23.0,7.1
The Even Stevens Movie,46.0,5.6
The Four Year Plan,2.0,7.0
In the Crosswind,14.0,7.5
Happy Valley,17.0,6.2
GMO OMG,15.0,7.4
A Royal Night Out,84.0,6.3
The Chain Reaction,5.0,3.5
Absolution,8.0,6.9
Kisaragi,8.0,6.9
I prosseneti,0.0,0.0
Barbecue,217.0,5.8
Malice@Doll,3.0,4.7
Portraits in a Sea of Lies,1.0,7.0
Dior and I,50.0,7.3
The Walking Deceased,35.0,4.2
Kite,98.0,4.2
Magic Beyond Words: The JK Rowling Story,42.0,7.4
The Hacker Wars,8.0,4.9
Peter Pan Live!,9.0,4.8
Pilot Error,0.0,0.0
Tinker Bell and the Legend of the NeverBeast,270.0,7.0
Tinker Bell and the Pirate Fairy,286.0,6.5
Radiostars,58.0,5.6
Our Brief Eternity,0.0,0.0
The Bet,68.0,6.2
Target Earth,8.0,6.4
An Act of War,6.0,5.1
The Velveteen Rabbit,9.0,7.8
Head Full of Honey,118.0,7.5
Pokémon: Mewtwo Returns,73.0,6.1
Mother's Day,126.0,6.3
Su excelencia,1.0,6.5
Batman Unlimited: Animal Instincts,54.0,5.5
One More Time,16.0,5.9
Man Up,395.0,6.5
Devil's Bible,2.0,4.5
Scarecrow,8.0,7.0
21 Years: Richard Linklater,8.0,6.3
All I Want for Christmas,8.0,5.8
"Bomba, the Jungle Boy",1.0,5.0
Crossplot,6.0,5.3
Driving Me Crazy,4.0,4.4
Driving Me Crazy,1.0,5.0
Ever Since Eve,4.0,3.6
Falling From Grace,3.0,5.3
5 Steps to Danger,4.0,5.8
Kidnapped,1.0,6.0
Life Support,2.0,3.5
Superstition,23.0,6.9
Ten Thousand Bedrooms,2.0,5.5
The Castilian,0.0,0.0
The Ceremony,2.0,4.8
The Culling,20.0,4.0
The Hunt for Eagle One,6.0,4.7
The Hunt for Eagle One: Crash Point,3.0,7.0
The Naked Street,3.0,6.0
The Vagrant,16.0,7.0
The Wild Party,2.0,7.0
The Wild Party,1.0,4.0
Two on a Guillotine,11.0,5.7
The Seduction of Mimi,13.0,6.5
All Screwed Up,1.0,0.0
A Night Full of Rain,2.0,5.0
Blood Feud,0.0,0.0
Summer Night,3.0,7.0
Vanishing Pearls: The Oystermen of Pointe à la Hache,0.0,0.0
The Daring Dobermans,4.0,6.0
Funeral Kings,12.0,5.9
The Least of These,1.0,8.0
The Great Invisible,5.0,5.6
Sweet Home,34.0,4.7
San Andreas,3017.0,6.0
Regression,600.0,5.3
Welcome to Me,140.0,5.7
Escape by Night,3.0,6.0
Gang Bullets,0.0,0.0
The Sinner,0.0,0.0
Two Marines and a General,4.0,4.3
Sweden: Heaven and Hell,3.0,8.3
The Chase,12.0,6.0
The Body,1.0,6.0
Shoot to Kill,4.0,4.0
Mr. Robinson,13.0,6.1
Woman on the Run,22.0,6.8
Amore libero - Free Love,1.0,4.0
Port of New York,9.0,4.4
Gang Busters,3.0,4.8
Hearts and Armour,3.0,5.3
Gangster Story,5.0,5.0
Rose,12.0,7.2
The Impossible Hour,0.0,0.0
Stars and the Water Carriers,0.0,0.0
Testament of Youth,259.0,7.2
Comedy Central Roast of James Franco,35.0,7.3
Cenizas del Paraiso,6.0,6.3
Pelota,0.0,0.0
Terror Express,2.0,4.5
Half the Sky: Turning Oppression Into Opportunity for Women Worldwide,0.0,0.0
Girl Rising,17.0,7.1
"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",3.0,7.0
The Man with the Iron Fists 2,63.0,4.6
Emmanuelle 3,10.0,4.5
Emmanuelle 4,12.0,5.0
Emmanuelle 5,3.0,4.7
Emmanuelle 6,8.0,4.3
Black Emanuelle,11.0,4.2
Emmanuelle in Bangkok,7.0,4.4
Emanuelle in America,13.0,4.2
Emmanuelle and the Last Cannibals,14.0,4.8
Emmanuelle Around the World,8.0,5.9
Caged Women,7.0,4.0
Provincia violenta,2.0,4.0
Crimebusters,0.0,0.0
Captive Wild Woman,2.0,4.8
Night Monster,6.0,5.8
Valerie Inside Outside,0.0,0.0
Doli Saja Ke Rakhna,2.0,6.0
Vaastav: The Reality,8.0,7.6
Sarfarosh,21.0,7.2
Awake: The Life of Yogananda,8.0,6.7
The Kill Team,8.0,7.4
Far from the Madding Crowd,346.0,6.8
Appropriate Behavior,28.0,5.8
Thursday Till Sunday,5.0,7.0
L,5.0,4.2
Magical Girl,47.0,7.6
Garrison Keillor: The Man on the Radio in the Red Shoes,1.0,10.0
Thunder and the House of Magic,125.0,6.3
A Company Man,52.0,6.6
Crowsnest,12.0,4.8
Kill 'em All,12.0,5.3
Frontera,54.0,6.2
No Tears for the Dead,64.0,6.7
Love Is the Perfect Crime,27.0,5.1
Dear Lemon Lima,8.0,5.8
Wrong Turn 6: Last Resort,171.0,4.6
Kriminal,1.0,6.0
The Spy Who Loved Flowers,1.0,5.5
008: Operation Exterminate,0.0,0.0
Temple of the White Elephant,0.0,0.0
Samson and the Slave Queen,0.0,0.0
Catherine of Russia,2.0,4.0
Black Demons,3.0,3.7
Hitcher in the Dark,2.0,5.0
Ghosthouse,22.0,4.5
Ironmaster,7.0,3.8
Brothers Till We Die,9.0,6.9
The Biggest Battle,2.0,4.5
"The Cynic, the Rat & the Fist",7.0,7.0
Free Hand for a Tough Cop,3.0,7.7
Violent Naples,9.0,7.4
"Rome, Armed to the Teeth",9.0,7.3
Syndicate Sadists,6.0,5.8
Manhunt in the City,1.0,6.0
Gang War in Milan,4.0,5.3
Knife of Ice,7.0,5.9
Man from Deep River,17.0,5.7
Seven Blood-Stained Orchids,10.0,6.3
Oasis of Fear,8.0,5.6
A Quiet Place to Kill,3.0,5.7
Paranoia,6.0,6.2
A Gun for One Hundred Graves,4.0,5.8
"Ringo, It's Massacre Time",0.0,0.0
Let's Go And Kill Sartana,0.0,0.0
Due Magnum .38 per una città di carogne,0.0,0.0
We Could Be King,6.0,5.8
Canopy,7.0,4.4
Raised by Wolves,3.0,3.0
Rites of Spring,19.0,4.1
Barbie as The Princess & the Pauper,193.0,6.9
Barbie: Fairytopia,115.0,5.7
Barbie of Swan Lake,191.0,6.6
Barbie in Princess Power,25.0,5.5
Barbie Diaries,83.0,5.5
Barbie: Princess Charm School,97.0,6.4
Barbie and the Secret Door,36.0,6.0
Barbie: A Fairy Secret,65.0,5.4
Barbie in the 12 Dancing Princesses,135.0,6.9
Barbie: The Princess & The Popstar,57.0,6.0
Barbie and the Diamond Castle,83.0,6.6
Barbie in A Mermaid Tale,89.0,6.2
Barbie as the Island Princess,96.0,6.3
Barbie in A Mermaid Tale 2,49.0,6.0
Barbie and the Three Musketeers,81.0,6.2
Barbie in the Pink Shoes,51.0,5.3
Barbie in 'A Christmas Carol',71.0,6.5
Barbie: The Pearl Princess,43.0,6.0
Barbie: Mariposa and The Fairy Princess,43.0,6.3
Barbie Presents: Thumbelina,68.0,5.5
Barbie Fairytopia: Magic of the Rainbow,53.0,6.2
Barbie Fairytopia: Mermaidia,95.0,6.2
Barbie as Rapunzel,182.0,6.4
Barbie and the Magic of Pegasus 3-D,100.0,6.2
Barbie & Her Sisters in A Pony Tale,24.0,6.2
Barbie Mariposa and Her Butterfly Fairy Friends,67.0,5.6
Barbie and the Rockers: Out Of This World,5.0,3.6
Der var engang,3.0,6.0
The Key to Paradise,4.0,5.8
Summer in Tyrol,4.0,7.1
The Bélier Family,789.0,7.0
Green Sails,0.0,0.0
Hitman: Agent 47,1183.0,5.5
How Sherlock Changed the World,0.0,0.0
Working Girls,3.0,3.7
Doug Stanhope: Before Turning the Gun on Himself,2.0,8.0
Doug Stanhope: Oslo - Burning the Bridge to Nowhere,6.0,6.1
Doug Stanhope: Beer Hall Putsch,5.0,8.4
Chelsea Peretti: One of the Greats,36.0,6.7
Listening to You: The Who Live at the Isle of Wight,2.0,4.8
The Comedians of Comedy: Live at The Troubadour,7.0,6.6
B/W,6.0,5.2
Tinker Bell and the Great Fairy Rescue,225.0,6.3
The Man Who Skied Down Everest,3.0,5.0
One Eyed Girl,11.0,5.0
Island of Lemurs: Madagascar,8.0,4.3
Billy the Kid,1.0,0.0
Court,10.0,6.6
The Secret Lives of Dorks,9.0,4.8
Run & Jump,13.0,6.7
A Fighting Man,16.0,5.2
The Last Sentence,5.0,5.3
When Comedy Went to School,1.0,6.5
Jimmy P.,30.0,6.0
Call + Response,1.0,8.0
Regret,37.0,7.6
Yasmin,2.0,7.5
Bluebird,10.0,6.3
Charlie Bubbles,3.0,6.7
One Little Pill,1.0,9.0
Bukowski: The Last Straw,1.0,2.0
The Dead Lands,38.0,6.1
Two Raging Grannies,1.0,6.0
Ricki and the Flash,273.0,5.6
Blackout,1.0,5.5
Back Issues: The Hustler Magazine Story,4.0,7.5
Kissinger,1.0,7.0
100 Degrees Below Zero,23.0,3.6
Pump,5.0,7.8
Variety,4.0,5.0
Cocaine Cowboys: Reloaded,9.0,7.3
Genius on Hold,3.0,6.7
Tar Creek,1.0,9.0
The Water Front,0.0,0.0
Jedi Junkies,3.0,6.3
Breeders,7.0,4.1
Time Zero: The Last Year of Polaroid Film,2.0,7.3
Warriors Two,7.0,7.6
The 'Socalled' Movie,1.0,5.0
Hank: 5 Years from the Brink,0.0,0.0
We’re Not Broke,2.0,6.0
Sushi: The Global Catch,6.0,5.5
Resistance,5.0,7.2
Exile Nation: The Plastic People,1.0,8.0
The Fruit Hunters,5.0,7.1
Ethos,4.0,7.1
Linda and Abilene,6.0,3.5
Radio Unnameable,2.0,8.5
Germ,11.0,3.3
DamNation,3.0,6.7
Lifted,13.0,6.9
Backdoor,4.0,7.5
1915,1.0,6.0
The Workshop,4.0,4.4
The Mad Monster,8.0,2.5
Ride,55.0,6.0
The Eichmann Show,61.0,6.3
A Trick of the Light,5.0,5.1
Lightning Over Water,2.0,5.5
Notebooks on Cities and Clothes,2.0,6.5
The Seven Five,26.0,7.8
The Golden Calf,9.0,7.6
Partisan,39.0,6.2
LFO,8.0,6.9
Sincere Heart,1.0,5.0
Christopher and His Kind,26.0,6.7
The Sicilian Connection,0.0,0.0
Hush,1.0,6.5
Infini,157.0,5.1
Dark Space,13.0,4.5
Harry Dean Stanton: Partly Fiction,14.0,6.7
Shrew's Nest,100.0,6.6
Shuffle,14.0,6.4
August Winds,3.0,6.0
Piku,44.0,6.8
Babysitter's Black Book,31.0,5.9
"Tommy Cooper: Not Like That, Like This",4.0,7.6
Macondo,1.0,5.0
Down and Dangerous,9.0,4.3
German Angst,11.0,5.9
Black Angel,7.0,7.1
Dirty Business,0.0,0.0
Barnum!,1.0,7.0
High Road,22.0,5.8
Alexia,4.0,5.3
Reunion,8.0,6.9
Pitch Perfect 2,1997.0,6.8
The Gospel According to Philip K. Dick,2.0,2.5
Le viager,13.0,6.9
Get Mean,2.0,4.0
Class Enemy,16.0,6.6
Farmland,0.0,0.0
Tricked: The Documentary,15.0,6.2
Mutant World,9.0,2.6
Duel of Champions,0.0,0.0
Crazy Westerners,1.0,5.0
"Django, Prepare a Coffin",22.0,6.0
Forgotten Pistolero,8.0,5.4
Ten Zan - Ultimate Mission,2.0,5.5
The Prince and the Pauper,3.0,5.3
Erotic Games in the Third Galaxy,3.0,3.0
Supermen Against the Orient,0.0,0.0
Human Cobras,0.0,0.0
Three Supermen in the Jungle,0.0,0.0
I guappi non si toccano,0.0,0.0
September Vacation,5.0,5.7
Everything for Sale,7.0,5.8
Echo Planet,6.0,5.7
Love Hotel,1.0,7.0
How to Commit Marriage,0.0,0.0
The Trap,4.0,7.3
That Certain Feeling,2.0,6.3
The Man Called Noon,1.0,5.0
Innocent Bystanders,2.0,7.0
The Long Day's Dying,4.0,7.3
A Buddha,4.0,7.3
Two Hundred Thousand Dirty,0.0,0.0
Manos sucias,5.0,7.0
Just Before I Go,122.0,6.3
El bosque de Karadima,5.0,6.4
"Skatetown, U.S.A.",2.0,6.5
Winter People,5.0,5.8
Joshua Then and Now,2.0,5.0
Split Image,3.0,6.7
Two Gentlemen Sharing,1.0,4.0
Tiara Tahiti,2.0,6.0
Macbeth,11.0,3.9
Metal Skin,1.0,3.0
Specters,3.0,4.8
The Treasure,0.0,0.0
Do Detectives Think?,1.0,6.0
You're Darn Tootin',5.0,5.5
Addicted,6.0,5.8
Bad Hair,17.0,6.9
Bessie,33.0,6.1
The Little Chaos,6.0,5.8
Devil's Island,1.0,5.0
Here Is Your Life,6.0,6.7
Iverson,30.0,7.2
Milosc,1.0,5.0
The Murder Man,1.0,6.5
Nightingale,18.0,6.1
Rembrandt,3.0,5.8
The City Tramp,5.0,5.4
The Accused,4.0,5.1
The Coward,2.0,4.5
The Good Lie,1.0,4.0
The Iron Sheriff,1.0,5.0
The Life of Vergie Winters,2.0,6.5
The Lion Hunters,0.0,0.0
Tunisian Victory,0.0,0.0
The Stone Roses: Made of Stone,15.0,5.9
Carol,1014.0,7.3
Thought Crimes,14.0,6.6
Three Inches,4.0,4.0
El Medico: The Cubaton Story,2.0,5.0
Roald Dahl's Esio Trot,42.0,7.0
"Montevideo, God Bless You!",19.0,8.1
What a Drag,28.0,5.5
Angels Die Hard,0.0,0.0
Dear America: Letters Home from Vietnam,4.0,6.8
Code Black,8.0,5.6
The King of Arcades,7.0,5.4
Anonymous Rex,8.0,4.4
"Usain Bolt, La Légende",5.0,6.2
The American Scream,8.0,7.1
Pound of Flesh,64.0,5.4
Stripped,6.0,7.0
Accused,30.0,6.6
Ankhon Dekhi,11.0,4.6
Gulaal,16.0,6.7
Black Friday,16.0,7.5
Anthrax,0.0,0.0
Rough Cut,23.0,6.7
The Buttercream Gang,4.0,5.8
For Love or Money,0.0,0.0
Strangerland,90.0,5.1
